223	wither	/ˈwɪð.ər/	(defn)	manual	Oxford	verb	The grass had withered (dry) in the warm sun.
224	wither	/ˈwɪð.ər/	(defn)	manual	Oxford	verb	All our hopes just withered away.
227	harbored	/ˈhɑː.bəd/	(defn)	manual	Cambridge	verb	He harbored (fond) the suspicion that someone in the agency was spying for the enemy.
231	adapt	/əˈdæpt/	(defn)	Oxford	Oxford	verb	It's amazing how soon you adapt (adjust). | These styles can be adapted (adjust) to suit individual tastes. | Three of her novels have been adapted (adjust) for television.
236	progressively	/prəˈɡres.ɪv.li/	(defn)	manual	Oxford	verb	The situation was becoming progressively (slowly) more difficult.
237	stimulate	/ˈstɪm.jə.leɪt/	(defn)	Oxford	Oxford	verb	The exhibition has stimulated (incite) interest in her work. | The women were given fertility drugs to stimulate (incite) the ovaries.
238	stimulate	/ˈstɪm.jə.leɪt/	(defn)	Oxford	Oxford	verb	Parents should give children books that stimulate (incite) them.
243	leverage	/ˈlev.ɚ.ɪdʒ/	(defn)	manual	Oxford	verb	The company was heavily leveraged (influence) and at risk of insolvency.
244	leverage	/ˈlev.ɚ.ɪdʒ/	(defn)	manual	Oxford	verb	The company needs to leverage (influence) its resources.
251	preserve	/prɪˈzɜːv/	(defn)	Oxford	Oxford	verb	He was anxious to preserve (keep safe) his reputation. | Is he really 60? (keep safe) | Wax polish preserves (keep safe) wood and leather. | The society was set up to preserve (keep safe) endangered species from extinction.
252	expose	/ɪkˈspoʊz/	(defn)	Oxford	Oxford	verb	He smiled suddenly, exposing a set of amazingly white teeth. (reveal) | He threatened to expose (bare) the racism that existed within the police force. | This tactic allowed the rebels to attack without the risk of exposing themselves. (familiarize with) | We want to expose (disclose) the kids to as much art and culture as possible. | He smiled suddenly, exposing a set of amazingly white teeth. (reveal) (disclose) | He smiled suddenly, exposing a set of amazingly white teeth. (reveal) (bare)
253	compensate	/ˈkɒm.pən.seɪt/	(defn)	Oxford	Oxford	verb	Nothing can compensate (make up for) for the loss of a loved one. | In the second experiment, the temperature was raised to compensate (make up for) for this bias. | Her lawyers say she should be compensated for the suffering she had been caused.
255	plummet	/ˈplʌm.ɪt/	(defn)	manual	Oxford	verb	Share prices plummeted (plunge) to an all-time low.
258	mimic	/ˈmɪm.ɪk/	(defn)	manual	Oxford	verb	She's always mimicking (imitate) the teachers. | The robot was programmed to mimic (imitate) a series of human movements.
259	outweigh	/ˌaʊtˈweɪ/	(defn)	manual	Oxford	verb	The advantages far outweigh (exceed) the disadvantages.
270	disassociate	/ˌdɪs.əˈsəʊ.ʃi.eɪt/	(defn)	manual	Oxford	verb	...often using the third person to distance and disassociate (disengage) themselves from their lie..."
271	qualitatively	/ˈkwɒl.ɪ.tə.tɪv.li/	(defn)	manual	Oxford	verb	Although the patterns are qualitatively (fundamentally) different, these studies point to the same conclusion.
274	categorically	/ˌkæt.əˈɡɒr.ɪ.kəl.i/	(defn)	manual	Oxford	verb	He categorically (definitely) rejected our offer.
275	delve	/delv/	(defn)	manual	Oxford	verb	She delved (dig) in her handbag for a pen.
280	plague	/pleɪɡ/	(defn)	manual	Oxford	verb	Financial problems are plaguing the company. (trouble)
281	plague	/pleɪɡ/	(defn)	manual	Oxford	verb	Rock stars have to get used to being plagued (trouble) by autograph hunters.
289	proclaim	/prəˈkleɪm/	(defn)	Oxford	Oxford	verb	The president proclaimed (declare) a state of emergency. | This building, more than any other, proclaims (declare) the character of the town.
294	conversely	/kənˈvɜːs.li/	(defn)	manual	Oxford	verb	You can add the fluid to the powder, or, conversely (vice versa), the powder to the fluid.
298	confront	/kənˈfrʌnt.ɪŋ/	(defn)	Oxford	Oxford	verb	What is to be done about the economic problems confronting (face up to) the country? | She knew that she had to confront (face up to) her fears. | This was the first time he had confronted (face up to) an armed robber. | He confronted (face up to) her with a choice between her career or their relationship. | Most people when confronted (face up to) with a horse will pat it.
312	impair	/ɪmˈpeər/	(defn)	manual	Oxford	verb	His age impaired (hinder) his chances of finding a new job.
324	symmetrically	/sɪˈmet.rɪ.kəl.i/	(defn)	manual	Oxford	verb	Look for trees with branches arranged symmetrically around the trunk.
326	constrain	/kənˈstreɪn/	(defn)	AWL	Oxford	verb	The evidence was so compelling that he felt constrained (force) to accept it. | Research has been constrained (force) by a lack of funds.
327	suppress	/səˈpres/	(defn)	Oxford	Oxford	verb	The rebellion was brutally suppressed. | The police were accused of suppressing vital evidence. | She was unable to suppress her anger. | drugs that suppress the appetite
328	yield	/jiːld/	(defn)	Oxford	Oxford	verb | noun	This will give a yield of 10% on your investment.
329	slouching	/ˈslaʊ.tʃɪŋ/	(defn)	manual	Oxford	verb	Several students were slouching (slouch) against the wall.
336	subconsciously	/ˌsʌbˈkɒn.ʃəs.li/	(defn)	manual	Oxford	verb	Subconsciously, she was looking for the father she had never known.
345	plateau	/ˈplæt.əʊ/	(defn)	manual	Oxford	verb	Unemployment has at last plateaued (elevated plain) out.
347	cope	/kəʊp/	(defn)	Oxford	Oxford	verb	I got to the stage where I wasn't coping any more. (manage)
352	replenish	/rɪˈplen.ɪʃ/	(defn)	manual	Oxford	verb	Allow me to replenish (fill up again) your glass.
363	aligned	/əˈlaɪnd/	(defn)	manual	Oxford	verb	Make sure the shelf is aligned (straight) with the top of the cupboard. | Domestic prices have been aligned (straight) with those in world markets.
364	urge	/ɜːdʒ/	(defn)	Oxford	Oxford	verb	If you ever get the chance to visit this place, I strongly urge you to do so. | The situation is dangerous and the UN is urging caution. | He urged his horse forward.
370	stacked	/stækt/	(defn)	manual	Oxford	verb	The fridge is stacked (well-built) with food.
371	stacked	/stækt/	(defn)	manual	Oxford	verb	logs stacked (well-built) up against a wall | They were busy stacking the shelves with goods. (well-built) | I tried a spin on the ice and stacked (well-built) it.
373	overpower	/ˌəʊ.vəˈpaʊər/	(defn)	manual	Oxford	verb	Police finally managed to overpower (subdue) the gunman. | Finally the cold overpowered (subdue) him.
374	evoke	/ɪˈvəʊk/	(defn)	Oxford	Oxford	verb	The music evoked (bring forth) memories of her youth.
380	reinforce	/ˌriː.ɪnˈfɔːs/	(defn)	Oxford	Oxford	verb	The experience reinforced (make stronger) my sense of loss. | The UN has undertaken to reinforce (make stronger) its military presence along the borders.
381	reinforce	/ˌriː.ɪnˈfɔːs/	(defn)	Oxford	Oxford	verb	All buildings are now reinforced (make stronger) to withstand earthquakes.
388	cultivate	/ˈkʌl.tɪ.veɪt/	(defn)	Oxford	Oxford	verb	The land around here has never been cultivated. | The people cultivate mainly rice and beans. | He purposely tried to cultivate good relations with the press. | She cultivated an air of sophistication.
389	perpetuate	/pəˈpetʃ.u.eɪt/	(defn)	manual	Oxford	verb	Comics tend to perpetuate (cause to endure) the myth that ‘boys don't cry’.
400	trample	/ˈtræm.pəl/	(defn)	manual	Oxford	verb	People were trampled underfoot in the rush for the exit. | The government is trampling on the views of ordinary people.
401	expend	/ɪkˈspend/	(defn)	manual	Oxford	verb	I am not prepared to expend (use up) any more effort on this project.
403	traverse	/trəˈvɜːs/	(defn)	manual	Oxford	verb	The region is traversed (cross) by several roads.
404	tread	/tred/	(defn)	manual	Oxford	verb	Ouch! | Don't tread ash into the carpet! | Few people had trod this path before. | Few people had trod this path before. | The government will have to tread very carefully in handling this issue. | A restaurant has to tread the tricky path between maintaining quality and keeping prices down. | Few people had trod this path before. | I don’t want to tread on anybody’s toes so I’ll keep quiet. | The government is walking a difficult tightrope in wanting to reduce interest rates without pushing up inflation. | Few people had trod this path before. | I decided to tread water until a better job came along. | He was walking a fine line between being funny and being rude.
408	construct	/kənˈstrʌkt/	(defn)	Oxford	Oxford	verb	The building was constructed in 1993. | You must learn how to construct a logical argument. | to construct a triangle
417	accelerate	/əkˈsel.ə.reɪt/	(defn)	Oxford	Oxford	verb	Exposure to the sun can accelerate (go faster) the ageing process. | The runners accelerated (go faster) smoothly around the bend.
432	assess	/əˈses/	(defn)	Oxford	Oxford	verb	Accurately assessing (estimate) environmental impacts is very complex. | They have assessed (estimate) the amount of compensation to be paid.
437	engage	/ɪnˈɡeɪdʒ/	(defn)	Oxford	Oxford	verb	It is a movie that engages (involve) both the mind and the eye. | She has already engaged (involve) a lawyer. | She has the ability to engage (involve) with young minds. | The cogwheels are not engaging. (involve)
438	engage	/ɪnˈɡeɪdʒ/	(defn)	Oxford	Oxford	verb	He ordered his men to engage (involve) the enemy.
454	comport	/kəmˈpɔːrt/	(defn)	manual	Oxford	verb	She always comports (conduct) herself with great dignity.
457	underlie	/ˌʌn.dəˈlaɪ/	(defn)	AWL	Oxford	verb	These ideas underlie much of his work.
460	extends	/ɪkˈstendz/	(defn)	manual	Oxford	verb	There are plans to extend the children's play area. | Careful maintenance can extend the life of your car. | The school is extending the range of subjects taught.
461	extends	/ɪkˈstendz/	(defn)	manual	Oxford	verb	The offer does not extend to employees' partners. | Our land extends as far as the river. | to extend a rope between two posts | He extended his hand to (= offered to shake hands with) the new employee. | I'm sure you will join me in extending a very warm welcome to our visitors. | Jim didn't really have to extend himself in the exam.
467	incentivize	/ɪnˈsen.tɪ.vaɪz/	(defn)	manual	Oxford	verb	You need to incentivize (motivate) your existing customers to stay with you.
472	wreak	/riːkɪŋ/	(defn)	manual	Oxford	verb	Their policies would wreak (inflict) havoc on the economy.
482	meandering	/miˈæn.dər.ɪŋ/	(defn)	manual	Oxford	verb	The stream meanders slowly down to the sea. (wandering)
483	meandering	/miˈæn.dər.ɪŋ/	(defn)	manual	Oxford	verb	They meandered around the old town admiring the architecture. (wandering) | a meandering (wandering) river
488	undermine	/ˌʌn.dəˈmaɪn/	(defn)	Oxford	Oxford	verb	Our confidence in the team has been seriously undermined (excavate under) by their recent defeats. | Our confidence in the team has been seriously undermined (excavate under) by their recent defeats.
489	obscure	/əbˈskjʊər/	(defn)	manual	Oxford	verb	The view was obscured (hide) by fog.
492	contaminate	/kənˈtæm.ɪ.neɪts/	(defn)	manual	Oxford	verb	The drinking water has become contaminated (adulterate) with lead.
493	contaminate	/kənˈtæm.ɪ.neɪts/	(defn)	manual	Oxford	verb	They were accused of contaminating the minds of our young people. (adulterate)
500	overtly	/əʊˈvɜːt.li/	(defn)	manual	Oxford	verb	overtly political activities
504	morph	/mɔːrf.ɪŋ/	(defn)	manual	Oxford	verb	Her boyfriend used a computer to morph photos of her face onto the actor's body. | We are going to morph into something that is no longer a niche company.
506	maximize	/ˈmæksɪmaɪz/	(defn)	Oxford	Oxford	verb	Maximize (increase) the window to full screen. | The purpose of the restructuring is to maximize (increase) opportunities in the global market.
521	independently	/ˌɪndɪˈpendəntli/	(defn)	manual	Oxford	verb	The two departments work independently ((all) of each other. | Their stories could not be independently ((all) verified. | The students eventually began to think more independently ((all). | It was the first time that she had lived independently ((all).
522	commodify	/kəˈmɒdəfaɪ/	(defn)	manual	Oxford	verb	Christmas has been grossly commodified over the years.
523	destabilizing	/ˌdiːˈsteɪ.bɪ.laɪ.zɪŋ/	(defn)	manual	Oxford	verb	Terrorist attacks were threatening to destabilize the government. (destabilize)
527	debase	/dɪˈbeɪs/	(defn)	manual	Oxford	verb	Sport is being debased (devalue) by commercial sponsorship.
528	shunned	/ʃʌnd/	(defn)	manual	EdgeTTS	verb	duke Ellington shunned (friendless) music lessons as a kid to focus on baseball and painting and drawing"
534	navigate	/ˈnævɪɡeɪt/	(defn)	manual	Oxford	verb	I'll drive, and you can navigate (cross). | The river became too narrow and shallow to navigate (cross).
535	navigate	/ˈnævɪɡeɪt/	(defn)	manual	Oxford	verb	Customers will be able to navigate (cross) easily throughout the site.
536	navigate	/ˈnævɪɡeɪt/	(defn)	manual	Oxford	verb	We next had to navigate (cross) a complex network of committees.
537	prioritize	/praɪˈɒrətaɪz/	(defn)	manual	Oxford	verb	You should make a list of all the jobs you have to do and prioritize them. | The organization was formed to prioritize the needs of older people.
542	zigzagging	/ˈzɪɡ.zæɡ.ɪŋ/	(defn)	manual	EdgeTTS	verb	what is that can be difficult to talk about because sometimes it looks like meandering or zigzagging (zigzag) or keeping a broader view it can look like getting behind"
546	bolster	/ˈbəʊl.stər/	(defn)	manual	Oxford	verb	I needed to stress the bus driver’s evidence in order to bolster (support) my case.
548	foster	/ˈfɒs.tər/	(defn)	Oxford	Oxford	verb	The club's aim is to foster (encourage) better relations within the community. | They have fostered (encourage) over 60 children during the past ten years.
562	reassure	/ˌriː.əˈʃɔːr/	(defn)	Oxford	Oxford	verb	They tried to reassure (personally assure) her, but she still felt anxious.
563	retaliate	/rɪˈtæl.i.eɪt/	(defn)	manual	Oxford	verb	The boy hit his sister, who retaliated (revenge) by kicking him.
572	condemn	/kənˈdem/	(defn)	Oxford	Oxford	verb	The government issued a statement condemning (criticize) the killings. | He was condemned (criticize) to death for murder and later hanged. | He was condemned (criticize) to a life of hardship. | The meat was condemned (criticize) as unfit to eat. | She is condemned (criticize) out of her own mouth (= her own words show that she is guilty).
575	initiate	/ɪˈnɪʃ.i.eɪt/	(defn)	Oxford	Oxford	verb	The government has initiated (set/put in motion) a programme of economic reform. | She was initiated (set/put in motion) into classical music by her mother. | Hundreds are initiated (set/put in motion) into the sect each year.
583	scramble	/ˈskræm.bəl/	(defn)	manual	Oxford	verb	scrambled (clamber) eggs
584	scramble	/ˈskræm.bəl/	(defn)	manual	Oxford	verb	She managed to scramble (clamber) over the wall. | The audience scrambled (clamber) for the exits. | Cork scrambled (clamber) a 1–0 win over Sligo. | scrambled (clamber) satellite signals | Alcohol seemed to have scrambled (clamber) his brain. | A helicopter was scrambled (clamber) to help rescue three young climbers.
591	imply	/ɪmˈplaɪ/	(defn)	Oxford	Oxford	verb	Are you implying (that) I am wrong? | The survey implies (suggest) (that) more people are moving house than was thought.
592	imply	/ɪmˈplaɪ/	(defn)	Oxford	Oxford	verb	The project implies (suggest) an enormous investment in training.
595	lean	/liːn/	(defn)	Oxford	Oxford	verb	I leaned back in my chair. | A shovel was leaning against the wall. | Can I lean my bike against the wall? | I've bent over backwards to help him.
596	impose	/ɪmˈpəʊz/	(defn)	Oxford	Oxford	verb	The UN Security Council imposed (enforce) sanctions in 1992. | He described the limitations imposed by his disease. | She didn't want to impose her values on her family. | Everyone imposes on Dave's good nature. | European civilization was the first to impose itself across the whole world.
600	oppose	/əˈpəʊz/	(defn)	Oxford	Oxford	verb	This party would bitterly oppose (act in opposition to) the re-introduction of the death penalty. | He intends to oppose (act in opposition to) the prime minister in the leadership election.
624	comprise	/kəmˈpraɪz/	(defn)	Oxford	Oxford	verb	The collection comprises (consist of) 327 paintings. | Older people comprise (consist of) a large proportion of those living in poverty.
631	assure	/əˈʃɔːr/	(defn)	Oxford	Oxford	verb	You think I did it deliberately, but I assure (guarantee) you (that) I did not. | What is the sum assured (guarantee)?
632	assure	/əˈʃɔːr/	(defn)	Oxford	Oxford	verb	He assured (guarantee) himself of her safety. | Victory would assure (guarantee) a place in the finals.
633	convey	/kənˈveɪ/	(defn)	Oxford	Oxford	verb	Colours like red convey (communicate) a sense of energy and strength. | Pipes convey (communicate) hot water from the boiler to the radiators.
637	erupt	/ɪˈrʌpt/	(defn)	Oxford	Oxford	verb	The volcano could erupt at any time. | When Davis scored for the third time the crowd erupted. | A rash had erupted all over his chest.
638	erupt	/ɪˈrʌpt/	(defn)	Oxford	Oxford	verb	Violence erupted outside the embassy gates.
639	exceed	/ɪkˈsiːd/	(defn)	Oxford	Oxford	verb	The price will not exceed (go beyond) £100. | She was exceeding (go beyond) the speed limit (= driving faster than is allowed).
640	exceed	/ɪkˈsiːd/	(defn)	Oxford	Oxford	verb	His achievements have exceeded (go beyond) expectations.
647	exploit	/ɪkˈsplɔɪt/	(defn)	Oxford	Oxford	verb	He exploited (utilize) his father's name to get himself a job. | What is being done to stop employers from exploiting young people?
648	exploit	/ɪkˈsplɔɪt/	(defn)	Oxford	Oxford	verb	She fully exploits (utilize) the humour of her role in the play. | No minerals have yet been exploited (utilize) in Antarctica.
651	integrate	/ˈɪn.tɪ.ɡreɪt/	(defn)	Oxford	Oxford	verb	These programs will integrate (blend in) with your existing software.
652	integrate	/ˈɪn.tɪ.ɡreɪt/	(defn)	Oxford	Oxford	verb	They have not made any effort to integrate (blend in) with the local community.
659	infer	/ɪnˈfɜːr/	(defn)	Oxford	Oxford	verb	Much of the meaning must be inferred (deduce) from the context.
660	infer	/ɪnˈfɜːr/	(defn)	Oxford	Oxford	verb	Are you inferring (deduce) (that) I’m not capable of doing the job?
661	embrace	/ɪmˈbreɪs/	(defn)	Oxford	Oxford	verb	They embraced (hug) and promised to keep in touch. | It is unlikely that such countries will embrace capitalist ideas.
662	embrace	/ɪmˈbreɪs/	(defn)	Oxford	Oxford	verb	The talks embraced (include) a wide range of issues.
680	perceive	/pəˈsiːv/	(defn)	Oxford	Oxford	verb	This discovery was perceived (see) as a major breakthrough.
681	perceive	/pəˈsiːv/	(defn)	Oxford	Oxford	verb	I perceived (see) a change in his behaviour.
685	precede	/prɪˈsiːd/	(defn)	Oxford	Oxford	verb	His resignation was preceded (comes before) by weeks of speculation. | She preceded (comes before) her speech with a vote of thanks to the committee.
686	precede	/prɪˈsiːd/	(defn)	Oxford	Oxford	verb	She preceded (comes before) him out of the room.
690	proceed	/prəˈsiːd/	(defn)	Oxford	Oxford	verb	We're not sure whether we still want to proceed (advancing) with the sale. | He outlined his plans and then proceeded to explain them in more detail.
691	proceed	/prəˈsiːd/	(defn)	Oxford	Oxford	verb	The marchers proceeded (undertake) slowly along the street.
698	suspend	/səˈspend/	(defn)	Oxford	Oxford	verb	A lamp was suspended from the ceiling. | Small droplets are held suspended in the atmosphere.
699	suspend	/səˈspend/	(defn)	Oxford	Oxford	verb	Production has been suspended while safety checks are carried out. | The introduction of the new system has been suspended until next year. | The police officer was suspended while the complaint was investigated.
700	undergo	/ˌʌn.dəˈɡəʊ/	(defn)	Oxford	Oxford	verb	My mother underwent major surgery last year. (go through)
701	unfold	/ʌnˈfəʊld/	(defn)	Oxford	Oxford	verb	to unfold (reveal themselves) a map
702	unfold	/ʌnˈfəʊld/	(defn)	Oxford	Oxford	verb	The audience watched as the story unfolded (reveal themselves) before their eyes.
705	abolish	/əˈbɒl.ɪʃ/	(defn)	Oxford	Oxford	verb	This tax should be abolished (eliminate).
707	unite	/juːˈnaɪt/	(defn)	Oxford	Oxford	verb	Nationalist parties united to oppose the government's plans. | A special bond unites our two countries.
710	spare	/speər/	(defn)	Oxford	Oxford	verb	I'd love to have a break, but I can't spare (save from death) the time just now. | A last minute goal spared (safeguard) their blushes. | I kept off the subject of divorce so as to spare (fleshless) her feelings. | I've got absolutely no money to spare (save from death) this month.
711	spare	/speər/	(defn)	Oxford	Oxford	verb	I'd love to have a break, but I can't spare the time just now. | He wanted to spare his mother any anxiety. | They killed the men but spared the children. | He spared no effort to make her happy again.
712	adhere	/ədˈhɪər/	(defn)	Oxford	Oxford	verb	Once in the bloodstream, the bacteria adhere (strictly follow) to the surface of the red cells.
721	allege	/əˈledʒ/	(defn)	Oxford	Oxford	verb	The prosecution alleges (claims without proof) (that) she was driving carelessly.
722	allocate	/ˈæl.ə.keɪt/	(defn)	Oxford	Oxford	verb	A large sum has been allocated (distributed) for buying new books for the library.
723	amend	/əˈmend/	(defn)	Oxford	Oxford	verb	He asked to see the amended (modified) version.
727	applaud	/əˈplɔːd/	(defn)	Oxford	Oxford	verb	He started to applaud (clap) and the others joined in. | His efforts to improve the situation are to be applauded (clap).
